polygon_number,point_order,longitude,latitude,tractce10,aland10,geom
40,98,-122.40366,37.74741,980900,3586378,POINT (-122.403662000601 37.7474120004635)
21,137,-122.4429,37.80767,012700,434518,POINT (-122.442904999966 37.8076740005548)
21,796,-122.44548,37.80614,012700,434518,POINT (-122.445478999956 37.8061350006298)
21,64,-122.44033,37.80818,012700,434518,POINT (-122.440334000114 37.8081820005989)
31,18,-122.41693,37.79705,010800,226074,POINT (-122.416931000066 37.7970510008031)
21,196,-122.44331,37.80765,012700,434518,POINT (-122.443310999803 37.8076470002089)
12,7,-122.43492,37.78588,015200,279195,POINT (-122.434918000365 37.7858760007769)
1,24,-122.44313,37.77623,016500,370459,POINT (-122.443132000541 37.7762260000299)
21,328,-122.44627,37.80668,012700,434518,POINT (-122.446266000276 37.8066780004894)
21,240,-122.4441,37.8073,012700,434518,POINT (-122.444103000353 37.8073010004409)
37,2,-122.41435,37.78424,012502,61278,POINT (-122.414345000421 37.7842390008293)
21,401,-122.44672,37.80555,012700,434518,POINT (-122.446721000574 37.8055480005398)
9,6,-122.42906,37.78491,015500,312624,POINT (-122.429063000157 37.7849100002964)
21,968,-122.44285,37.80699,012700,434518,POINT (-122.442854000312 37.8069850002576)
31,8,-122.41465,37.79411,010800,226074,POINT (-122.414648000005 37.7941100000765)
29,13,-122.42305,37.79394,011000,239937,POINT (-122.423048999811 37.7939350001002)
21,1005,-122.44345,37.80671,012700,434518,POINT (-122.443453000056 37.8067140003509)
21,1000,-122.4435,37.80665,012700,434518,POINT (-122.443504999756 37.8066520001897)
28,31,-122.41582,37.79154,011100,246649,POINT (-122.415818000001 37.7915420003631)
36,157,-122.50168,37.78816,980200,1022567,POINT (-122.50167799974 37.7881620000763)
21,714,-122.44387,37.80623,012700,434518,POINT (-122.443867000262 37.8062340006986)
21,956,-122.44309,37.80709,012700,434518,POINT (-122.443089000357 37.8070850003725)
21,741,-122.44427,37.80618,012700,434518,POINT (-122.444267999868 37.8061840001915)
9,19,-122.43785,37.78372,015500,312624,POINT (-122.437848000585 37.7837180001856)
33,13,-122.40787,37.7987,010600,187222,POINT (-122.407869000354 37.7986970002664)
39,16,-122.41462,37.78558,012301,92147,POINT (-122.414617000374 37.7855820007088)
23,1,-122.41664,37.78725,012000,124978,POINT (-122.41663900009 37.7872450000568)
21,830,-122.44503,37.80622,012700,434518,POINT (-122.445030999981 37.8062210000991)
9,38,-122.43227,37.78621,015500,312624,POINT (-122.432271000606 37.7862120000838)
34,64,-122.36783,37.73207,980600,2132295,POINT (-122.367829000208 37.7320680006378)
17,18,-122.44652,37.79334,013200,546680,POINT (-122.446524000482 37.7933370004023)
21,721,-122.44396,37.80622,012700,434518,POINT (-122.4439610001 37.8062240002375)
34,407,-122.37333,37.71883,980600,2132295,POINT (-122.373325000049 37.7188319999968)
34,291,-122.36166,37.71316,980600,2132295,POINT (-122.361655999725 37.7131610001801)
32,34,-122.41291,37.80218,010700,183165,POINT (-122.412907999804 37.8021840000916)
36,96,-122.50605,37.78819,980200,1022567,POINT (-122.506052 37.7881920005605)
21,884,-122.44401,37.80657,012700,434518,POINT (-122.444011999754 37.8065720000978)
30,7,-122.41846,37.79629,010900,249763,POINT (-122.418462000521 37.7962870006446)
36,90,-122.50618,37.78784,980200,1022567,POINT (-122.506178000414 37.7878420006079)
13,3,-122.42188,37.78763,015100,174315,POINT (-122.421878999816 37.7876280006318)
25,43,-122.40785,37.78549,011700,556044,POINT (-122.407853000516 37.7854920001557)
34,27,-122.36994,37.73248,980600,2132295,POINT (-122.369944999762 37.732476000567)
2,9,-122.44149,37.77644,016400,309097,POINT (-122.441488000271 37.7764350006748)
28,14,-122.42226,37.78949,011100,246649,POINT (-122.42225700016 37.7894920002557)
21,873,-122.44409,37.80634,012700,434518,POINT (-122.444086000469 37.8063420002832)
21,620,-122.44294,37.806,012700,434518,POINT (-122.442939999781 37.8059970005612)
21,1058,-122.44248,37.80684,012700,434518,POINT (-122.442482000244 37.8068370006271)
34,422,-122.37434,37.71959,980600,2132295,POINT (-122.374336999953 37.7195850005474)
34,296,-122.36109,37.71285,980600,2132295,POINT (-122.36109099975 37.712847000089)
21,583,-122.44356,37.80592,012700,434518,POINT (-122.443555000263 37.8059210006537)
21,978,-122.44314,37.80699,012700,434518,POINT (-122.443137999919 37.8069850002576)
21,837,-122.44494,37.80625,012700,434518,POINT (-122.444941000327 37.8062470003988)
1,25,-122.44149,37.77644,016500,370459,POINT (-122.441488000271 37.7764350006748)
21,609,-122.44318,37.80607,012700,434518,POINT (-122.443181000103 37.8060710003764)
36,140,-122.50238,37.78813,980200,1022567,POINT (-122.502376000452 37.7881270002609)
27,24,-122.40949,37.79356,011200,177414,POINT (-122.409488000371 37.793556000609)
21,6,-122.44207,37.80456,012700,434518,POINT (-122.442066999992 37.804556000659)
36,228,-122.49878,37.78824,980200,1022567,POINT (-122.498780000097 37.7882410001221)
8,18,-122.45525,37.77469,015600,293492,POINT (-122.455253000126 37.774687000105)
35,18,-122.41103,37.71506,980501,1585076,POINT (-122.411025000204 37.7150570003803)
10,62,-122.4454,37.78744,015400,719856,POINT (-122.445402000002 37.7874379999638)
21,983,-122.44321,37.80691,012700,434518,POINT (-122.443211000587 37.8069090003501)
40,97,-122.40371,37.7472,980900,3586378,POINT (-122.403712000209 37.7472020006718)
3,2,-122.42918,37.77418,016300,245867,POINT (-122.429178000065 37.7741810001531)
21,410,-122.44602,37.80558,012700,434518,POINT (-122.446017000484 37.8055780001247)
21,764,-122.44489,37.80622,012700,434518,POINT (-122.444886000489 37.806220000053)
21,79,-122.44166,37.80791,012700,434518,POINT (-122.441659000063 37.8079090006)
40,53,-122.40207,37.73938,980900,3586378,POINT (-122.402071000077 37.7393810006327)
40,112,-122.4028,37.7502,980900,3586378,POINT (-122.402801000466 37.7502010004758)
21,642,-122.44252,37.80651,012700,434518,POINT (-122.44252200029 37.8065080007437)
40,70,-122.40695,37.73869,980900,3586378,POINT (-122.406945000012 37.7386940004278)
1,14,-122.45468,37.77476,016500,370459,POINT (-122.45468299992 37.7747550005429)
22,4,-122.41253,37.78777,012100,123393,POINT (-122.412531000405 37.7877670007466)
34,494,-122.37928,37.72307,980600,2132295,POINT (-122.379279000326 37.7230660000959)
34,219,-122.36529,37.72539,980600,2132295,POINT (-122.36529100008 37.7253880001562)
36,187,-122.50027,37.78843,980200,1022567,POINT (-122.500273000598 37.7884280006518)
40,44,-122.39781,37.73885,980900,3586378,POINT (-122.397810000531 37.7388470002889)
36,300,-122.49538,37.78766,980200,1022567,POINT (-122.495382999925 37.7876640004933)
17,23,-122.44357,37.79511,013200,546680,POINT (-122.443573000194 37.7951080002341)
25,32,-122.40458,37.78673,011700,556044,POINT (-122.404582999905 37.7867310006352)
21,785,-122.44529,37.80608,012700,434518,POINT (-122.445292000326 37.8060830000305)
36,6,-122.49345,37.78163,980200,1022567,POINT (-122.493446000532 37.7816269999861)
36,85,-122.50634,37.78765,980200,1022567,POINT (-122.506343999976 37.787650000747)
30,25,-122.42391,37.7977,010900,249763,POINT (-122.423914000131 37.7976970000166)
32,6,-122.40667,37.79787,010700,183165,POINT (-122.406667999828 37.7978650005693)
7,12,-122.44885,37.7755,015700,836550,POINT (-122.448849999828 37.7754990006784)
35,62,-122.42583,37.7193,980501,1585076,POINT (-122.425830000354 37.7193020000873)
25,0,-122.3963,37.79326,011700,556044,POINT (-122.396302000237 37.7932560002643)
39,7,-122.41278,37.78487,012301,92147,POINT (-122.412782000289 37.7848660000659)
21,1015,-122.44327,37.80669,012700,434518,POINT (-122.443274999941 37.8066860008583)
21,653,-122.44269,37.80636,012700,434518,POINT (-122.442693000082 37.8063570000755)
38,12,-122.41499,37.78745,012302,92648,POINT (-122.414994999819 37.7874540007016)
35,31,-122.41562,37.71359,980501,1585076,POINT (-122.415623000001 37.7135940003629)
21,74,-122.44142,37.80782,012700,434518,POINT (-122.441422999971 37.807817000854)
34,230,-122.35913,37.71933,980600,2132295,POINT (-122.359131000195 37.7193260002948)
21,140,-122.44291,37.8077,012700,434518,POINT (-122.442908000104 37.8076960006699)
36,317,-122.4947,37.78814,980200,1022567,POINT (-122.494700999951 37.7881380007682)
34,160,-122.35924,37.73001,980600,2132295,POINT (-122.359236000541 37.7300100001614)
36,26,-122.51051,37.78212,980200,1022567,POINT (-122.510506000352 37.7821220003301)
10,45,-122.459,37.78319,015400,719856,POINT (-122.458998000158 37.7831890000724)
15,13,-122.44116,37.79163,013400,354173,POINT (-122.441155000203 37.7916309999707)
27,8,-122.41588,37.79187,011200,177414,POINT (-122.415884000346 37.7918720002926)
36,332,-122.49427,37.78781,980200,1022567,POINT (-122.494266999722 37.7878110000776)
5,7,-122.4209,37.78298,016000,158236,POINT (-122.420901000581 37.7829770001885)
35,72,-122.41839,37.72377,980501,1585076,POINT (-122.418391999991 37.7237680000932)
28,17,-122.42246,37.79047,011100,246649,POINT (-122.422455000298 37.7904720004825)
34,392,-122.3718,37.71901,980600,2132295,POINT (-122.371798999824 37.7190069999731)
21,685,-122.44321,37.8063,012700,434518,POINT (-122.443209000495 37.8063020002372)
34,335,-122.36511,37.71614,980600,2132295,POINT (-122.365109999827 37.7161430000994)
26,27,-122.40843,37.7967,011300,102297,POINT (-122.40843100019 37.7967040000896)
21,619,-122.44297,37.80599,012700,434518,POINT (-122.442965000035 37.8059940004229)
34,108,-122.36516,37.73277,980600,2132295,POINT (-122.365157000195 37.732769000589)
18,8,-122.42957,37.79593,013000,366103,POINT (-122.42957400034 37.7959310004154)
21,678,-122.44311,37.80631,012700,434518,POINT (-122.443106000242 37.8063130007445)
39,24,-122.40987,37.78715,012301,92147,POINT (-122.409874000185 37.7871490001263)
20,5,-122.44023,37.79553,012800,497841,POINT (-122.440233999999 37.795533000048)
21,193,-122.4434,37.80759,012700,434518,POINT (-122.443396000125 37.8075900002784)
21,866,-122.44425,37.80634,012700,434518,POINT (-122.444246999799 37.8063380000987)
34,165,-122.36142,37.72895,980600,2132295,POINT (-122.361421000579 37.728952999981)
21,272,-122.44506,37.80704,012700,434518,POINT (-122.445061000465 37.807040000096)
21,57,-122.44055,37.80835,012700,434518,POINT (-122.440552000275 37.8083450000218)
21,106,-122.44225,37.80783,012700,434518,POINT (-122.442249000291 37.8078280004619)
21,157,-122.44326,37.80765,012700,434518,POINT (-122.443262000241 37.8076530004856)
5,22,-122.42189,37.77989,016000,158236,POINT (-122.421892000415 37.7798900008229)
10,17,-122.4502,37.78218,015400,719856,POINT (-122.450198999984 37.7821770001685)
35,46,-122.42418,37.71027,980501,1585076,POINT (-122.424181999899 37.7102650006293)
39,1,-122.40867,37.78539,012301,92147,POINT (-122.408667000282 37.7853880007557)
25,66,-122.40216,37.79388,011700,556044,POINT (-122.402160000584 37.7938800002619)
21,668,-122.44298,37.80642,012700,434518,POINT (-122.442977000588 37.8064200002829)
21,634,-122.44262,37.80614,012700,434518,POINT (-122.442619000267 37.8061410000072)
34,76,-122.36698,37.73218,980600,2132295,POINT (-122.366982999866 37.7321770002684)
21,932,-122.44386,37.80647,012700,434518,POINT (-122.443855000608 37.8064740000751)
21,810,-122.44546,37.80618,012700,434518,POINT (-122.445456999841 37.8061780008142)
34,453,-122.37592,37.72215,980600,2132295,POINT (-122.375920000108 37.7221540003069)
37,3,-122.41443,37.78466,012502,61278,POINT (-122.414429999845 37.7846570003204)
34,379,-122.37096,37.71873,980600,2132295,POINT (-122.370959999804 37.7187339999742)
25,72,-122.39639,37.79366,011700,556044,POINT (-122.396389999799 37.7936640001935)
36,168,-122.50101,37.78828,980200,1022567,POINT (-122.501006000227 37.7882840003064)
21,289,-122.44501,37.80687,012700,434518,POINT (-122.445007999819 37.8068670002119)
10,30,-122.45521,37.78154,015400,719856,POINT (-122.455210999988 37.7815360002862)
21,546,-122.4442,37.80584,012700,434518,POINT (-122.444197000191 37.8058390004696)
30,32,-122.42088,37.7999,010900,249763,POINT (-122.420882999751 37.7999020000773)
34,357,-122.36865,37.71781,980600,2132295,POINT (-122.368651000343 37.7178060003467)
34,17,-122.3737,37.72806,980600,2132295,POINT (-122.373700000255 37.7280570000306)
7,24,-122.45522,37.7776,015700,836550,POINT (-122.455217000264 37.7775990003936)
21,817,-122.44532,37.80618,012700,434518,POINT (-122.445316000533 37.8061840001915)
21,414,-122.44653,37.8056,012700,434518,POINT (-122.446526999721 37.8056020003321)
21,487,-122.44525,37.80582,012700,434518,POINT (-122.445254000372 37.8058240006771)
36,314,-122.49475,37.78789,980200,1022567,POINT (-122.494754000597 37.7878940003079)
21,304,-122.44538,37.80668,012700,434518,POINT (-122.445381999979 37.8066830007199)
36,16,-122.50523,37.78108,980200,1022567,POINT (-122.505226000579 37.7810770007031)
34,462,-122.37627,37.72315,980600,2132295,POINT (-122.376269000014 37.723147000234)
34,247,-122.36323,37.71949,980600,2132295,POINT (-122.363232000456 37.7194940008475)
16,30,-122.45099,37.79132,013300,581310,POINT (-122.450994999819 37.7913230001564)
13,27,-122.42514,37.7876,015100,174315,POINT (-122.425141000057 37.7875970001015)
6,15,-122.43447,37.78422,015900,295388,POINT (-122.43446500016 37.7842220000453)
35,67,-122.42283,37.72394,980501,1585076,POINT (-122.422830000504 37.7239440001156)
21,900,-122.44405,37.80678,012700,434518,POINT (-122.444053999892 37.806775000466)
34,311,-122.36334,37.71404,980600,2132295,POINT (-122.363340000041 37.7140430003842)
29,0,-122.41629,37.79389,011000,239937,POINT (-122.416292000276 37.7938920008152)
21,172,-122.44312,37.80748,012700,434518,POINT (-122.443115999804 37.8074820006938)
35,55,-122.42731,37.71507,980501,1585076,POINT (-122.427306000072 37.7150700000805)
21,257,-122.44428,37.80711,012700,434518,POINT (-122.444278000329 37.8071100006261)
17,12,-122.44116,37.79163,013200,546680,POINT (-122.441155000203 37.7916309999707)
37,13,-122.41095,37.78414,012502,61278,POINT (-122.410952000434 37.7841410008066)
25,40,-122.40733,37.78463,011700,556044,POINT (-122.407326000494 37.7846299999746)
35,77,-122.41556,37.72223,980501,1585076,POINT (-122.415558000601 37.7222260000299)
20,24,-122.4373,37.80068,012800,497841,POINT (-122.437300000495 37.8006840001665)
21,208,-122.44371,37.8074,012700,434518,POINT (-122.443707000078 37.8073980004174)
28,2,-122.41556,37.79025,011100,246649,POINT (-122.415558999748 37.7902540003219)
21,734,-122.44417,37.8062,012700,434518,POINT (-122.444167000607 37.806197000791)
36,128,-122.50321,37.78809,980200,1022567,POINT (-122.503209000195 37.7880850001227)
34,60,-122.36839,37.73229,980600,2132295,POINT (-122.368387999906 37.7322920001757)
34,294,-122.36127,37.71293,980600,2132295,POINT (-122.361265000579 37.7129330004577)
21,442,-122.44601,37.80561,012700,434518,POINT (-122.446008000069 37.8056080006088)
21,869,-122.44421,37.80633,012700,434518,POINT (-122.444214000076 37.8063260004446)
7,17,-122.45468,37.77476,015700,836550,POINT (-122.45468299992 37.7747550005429)
1,20,-122.44807,37.7756,016500,370459,POINT (-122.448067999738 37.7755990007933)
21,502,-122.44491,37.80574,012700,434518,POINT (-122.444908000604 37.8057400004008)
21,602,-122.44327,37.80606,012700,434518,POINT (-122.443272999849 37.8060590007224)
32,16,-122.40885,37.79665,010700,183165,POINT (-122.408849000581 37.7966500002973)
34,443,-122.37579,37.72116,980600,2132295,POINT (-122.3757920005 37.7211600003338)
21,674,-122.44305,37.80632,012700,434518,POINT (-122.443047000219 37.8063190001218)
21,1059,-122.44251,37.80689,012700,434518,POINT (-122.442513999921 37.806888000281)
12,11,-122.43549,37.7887,015200,279195,POINT (-122.435486000479 37.7886970004662)
21,225,-122.44369,37.8073,012700,434518,POINT (-122.443690000193 37.8072990003486)
28,0,-122.41575,37.79121,011100,246649,POINT (-122.415750000462 37.7912060001568)
36,38,-122.50748,37.78219,980200,1022567,POINT (-122.507484000386 37.7821850005374)
21,834,-122.44497,37.80624,012700,434518,POINT (-122.444968999819 37.8062440002604)
2,18,-122.43283,37.77563,016400,309097,POINT (-122.432830000304 37.7756260002398)
21,964,-122.44288,37.80715,012700,434518,POINT (-122.442880000612 37.8071470005337)
21,324,-122.44613,37.80672,012700,434518,POINT (-122.446132000391 37.8067170004892)
4,16,-122.43325,37.78131,016100,368901,POINT (-122.433250999934 37.781310000656)
34,264,-122.36426,37.71629,980600,2132295,POINT (-122.364264000383 37.7162900005831)
18,27,-122.4241,37.79863,013000,366103,POINT (-122.4241039999 37.798633000013)
21,702,-122.44358,37.80627,012700,434518,POINT (-122.443583999802 37.8062660003757)
21,927,-122.44385,37.80655,012700,434518,POINT (-122.443854000562 37.8065510000287)
21,368,-122.4469,37.80606,012700,434518,POINT (-122.44689600055 37.806056000584)
40,65,-122.40581,37.73834,980900,3586378,POINT (-122.405814000016 37.7383380001986)
9,2,-122.42648,37.78524,015500,312624,POINT (-122.42648299989 37.7852420003181)
21,125,-122.44288,37.80753,012700,434518,POINT (-122.442884999943 37.8075310002555)
23,18,-122.41576,37.78927,012000,124978,POINT (-122.415764000208 37.78927000081)
21,753,-122.44464,37.80615,012700,434518,POINT (-122.444639999936 37.8061450001916)
21,236,-122.44402,37.80732,012700,434518,POINT (-122.444024000307 37.8073160002333)
36,355,-122.49309,37.78773,980200,1022567,POINT (-122.493090000303 37.7877260006545)
12,6,-122.43327,37.78609,015200,279195,POINT (-122.433272000003 37.7860850005224)
21,470,-122.44552,37.80567,012700,434518,POINT (-122.445520000048 37.805673000009)
34,526,-122.38205,37.7222,980600,2132295,POINT (-122.382053000546 37.7222020007218)
36,200,-122.49988,37.78849,980200,1022567,POINT (-122.499879000415 37.7884890007668)
9,43,-122.42505,37.78713,015500,312624,POINT (-122.425047000219 37.7871300001494)
